Date,Close,High,Low,Open,Volume,Adj Close
2020-01-02,297.69903564453125,297.71738081409677,295.55474819517633,296.4802843719158,59151200,297.69903564453125
2020-01-03,295.4447021484375,296.5718391025249,294.244268433237,294.2992479953691,77709700,295.4447021484375
2020-01-06,296.57183837890625,296.65430772190325,293.5661398420069,293.68527154806566,55653900,296.57183837890625
2020-01-07,295.7378845214844,296.4801364233573,295.28884756916824,296.00360969560825,40496400,295.7378845214844
2020-01-08,297.31414794921875,298.5328990962051,295.6830220422805,295.9304301191349,68296000,297.31414794921875
2020-01-09,299.3301086425781,299.4034333774434,298.29461349284884,298.88109951100057,48473300,299.3301086425781
2020-01-10,298.4687194824219,300.07235545551816,298.0013931580216,299.9165893357821,53029300,298.4687194824219
2020-01-13,300.5214538574219,300.530598477089,298.661236867712,299.09192887839345,47086800,300.5214538574219
2020-01-14,300.063232421875,301.1353620319294,299.50423615771473,300.0815496239874,62832800,300.063232421875
2020-01-15,300.7413024902344,301.5018717974519,299.8890912511953,299.9715606002773,72056600,300.7413024902344
2020-01-16,303.24298095703125,303.24298095703125,301.8959256745201,302.1250165187214,54050300,303.24298095703125
2020-01-17,304.1868591308594,304.3976048271327,303.17885374044386,303.9577682678192,95846000,304.1868591308594
2020-01-21,303.5912170410156,304.3976213972453,303.1513804577593,303.2246772332371,77742400,303.5912170410156
2020-01-22,303.6279296875,305.1032897119888,303.4721635268691,304.45265138286175,48914900,303.6279296875
2020-01-23,303.9760437011719,304.38841838405864,301.85924665475704,302.97721103138565,51963000,303.9760437011719
2020-01-24,301.2727966308594,304.7183320973039,299.9807208309427,304.6358627439296,87578400,301.2727966308594
2020-01-27,296.4435729980469,297.92807729720744,295.6738310638596,296.0128810624095,84062500,296.4435729980469
2020-01-28,299.5501403808594,300.42984169398255,296.53529600714705,297.8731791657803,63834000,299.5501403808594
2020-01-29,299.30267333984375,301.14457311721316,299.10107223005605,300.91548221814526,53888900,299.30267333984375
2020-01-30,300.27398681640625,300.4847604901736,296.4802564449588,297.2316532660353,75491800,300.27398681640625
2020-01-31,294.8216247558594,299.80664419353747,293.905261299892,299.65085010133794,113845600,294.8216247558594
2020-02-03,297.0116882324219,298.88107731999344,296.1869668001725,296.30609851158897,69083000,297.0116882324219
2020-02-04,301.5386047363281,302.4091613445943,300.31068086506696,300.6314137189123,62573200,301.5386047363281
2020-02-05,305.0207214355469,305.23149509436865,303.013911228474,304.4800703613793,65951100,305.0207214355469
2020-02-06,306.047119140625,306.23954766256264,304.9657888604678,305.98296697824674,50359700,306.047119140625
2020-02-07,304.4158630371094,306.05613301299286,303.86603952983205,304.98400374072804,64139400,304.4158630371094
2020-02-10,306.68853759765625,306.7526897560034,303.49043784674745,303.5271002179738,42070000,306.68853759765625
2020-02-11,307.22003173828125,308.8328124597925,306.688525255074,308.0447532839123,54864500,307.22003173828125
2020-02-12,309.1993713378906,309.41011703621217,308.29215249510275,308.6586922864908,43992700,309.1993713378906
2020-02-13,308.8694152832031,309.84075815537994,307.4948703170825,307.769768124231,54501900,308.8694152832031
2020-02-14,309.3642883300781,309.48342004608406,308.0813851676903,309.28181898019517,64582200,309.3642883300781
2020-02-18,308.5670166015625,309.42840031991096,307.17412652158396,308.3654155618387,57226200,308.5670166015625
2020-02-19,310.0424499511719,310.7205500507428,309.25439069655664,309.53846116882,48814700,310.0424499511719
2020-02-20,308.7687072753906,310.3173639016579,305.7721805893819,309.4926143400653,74163400,308.7687072753906
2020-02-21,305.5888977050781,307.7240122691576,304.7641482162331,307.4124520475645,113788200,305.5888977050781
2020-02-24,295.453857421875,305.662129694088,294.37252751118245,296.11364009399773,161088400,295.453857421875
2020-02-25,286.5009765625,297.46067366293727,285.6212756357742,296.8467259201348,218913200,286.5009765625
2020-02-26,285.44720458984375,291.5043533570455,284.71412504182155,287.9030518374297,194773800,285.44720458984375
2020-02-27,272.6273193359375,285.50221558469656,272.6273193359375,279.91239252884566,284353500,272.6273193359375
2020-02-28,271.4818420410156,272.97551892461485,261.6584248326628,264.55413666270186,384975800,271.4818420410156
2020-03-02,283.2387390136719,283.30289115857585,269.8323389882185,273.2687014842087,238703600,283.2387390136719
2020-03-03,275.1289367675781,287.5914845326907,272.6822621634208,283.61447075418994,300139100,275.1289367675781
2020-03-04,286.6934509277344,286.91339716852445,277.9605085084488,280.51717032303884,176613400,286.6934509277344
2020-03-05,277.1632385253906,282.6705909596621,274.91816519813835,279.4724919610875,186366800,277.1632385253906
2020-03-06,272.5814208984375,273.7910271727866,265.9561321004398,268.6318972907637,228667200,272.5814208984375
2020-03-09,251.29429626464844,260.4212661192737,250.57953407058477,252.2747836579763,309417300,251.29429626464844
2020-03-10,264.29754638671875,264.38916035534675,250.62539203743287,260.8336938237853,276444100,264.29754638671875
2020-03-11,251.41343688964844,258.3594867875514,248.2245103089877,257.2232051751496,255316300,251.41343688964844
2020-03-12,227.3589324951172,244.35747701671542,226.96488894698197,234.5890394404426,392220700,227.3589324951172
2020-03-13,246.79502868652344,248.77437723566982,227.7346647691164,241.0860739179412,329566100,246.79502868652344
2020-03-16,219.789794921875,235.4137816847511,217.50804473313133,221.00854609355915,297240000,219.789794921875
2020-03-17,231.65667724609375,234.74483150463524,217.24228444804106,224.54568810052052,262070500,231.65667724609375
2020-03-18,219.92721557617188,227.5971727449602,208.94918598045479,216.4908528327942,327597100,219.92721557617188
2020-03-19,220.39456176757812,226.6899879899135,212.79791514547082,219.23994888867023,289322000,220.39456176757812
2020-03-20,210.8968963623047,225.34075097661594,210.62036790220395,223.55254954142924,347158800,210.8968963623047
2020-03-23,205.5045623779297,211.70794809546493,201.18154415651045,210.33454690571875,326025200,205.5045623779297
2020-03-24,224.1239776611328,224.99965325237764,215.50560549655268,216.0770871962549,235494500,224.1239776611328
2020-03-25,227.47914123535156,236.29110105973476,220.99001416132398,225.70937930607133,299430300,227.47914123535156
2020-03-26,240.7615966796875,242.23637714950428,229.56230316059742,229.99552765925554,257632800,240.7615966796875
2020-03-27,233.59036254882812,240.40210846129074,231.40581506771846,233.4521053910937,224341200,233.59036254882812
2020-03-30,241.17637634277344,241.89534169163954,233.69175549826053,235.6919554113694,171369500,241.17637634277344
2020-03-31,237.58154296875,242.72490599332332,236.17126374188032,240.17166345646726,194881100,237.58154296875
2020-04-01,226.8892059326172,237.4985784321248,224.8152643278773,228.57601345891695,189554600,226.8892059326172
2020-04-02,232.12477111816406,232.90825175530057,225.45128263078988,226.00433936920624,177660400,232.12477111816406
2020-04-03,228.76959228515625,233.49818374298073,226.03198818481752,231.13848720921038,135561200,228.76959228515625
2020-04-06,244.1351776123047,246.10774004220798,228.75115129452442,237.664489854717,188061200,244.1351776123047
2020-04-07,244.3840789794922,253.50941691083761,244.16286753110208,252.75357362265825,201427200,244.3840789794922
2020-04-08,252.58766174316406,254.4035140373844,244.49468151600078,246.99262118695424,153774500,252.58766174316406
2020-04-09,256.4314270019531,259.1966831027809,253.91503382352957,255.85991711221806,189999200,256.4314270019531
2020-04-13,254.0901336669922,255.79538031823733,250.1726880682887,255.45433661391547,114839100,254.0901336669922
2020-04-14,261.58404541015625,262.6071767744226,253.95193888256938,258.9939241696713,134143400,261.58404541015625
2020-04-15,256.02581787109375,261.72223788702536,253.90577161399165,255.8506827589529,121775000,256.02581787109375
2020-04-16,257.2609558105469,258.1181783094226,254.18230790119935,257.3070321527782,131798300,257.2609558105469
2020-04-17,264.21087646484375,264.819207730713,260.30263078436315,263.04946051620743,146684800,264.21087646484375
2020-04-20,259.55615234375,264.34927418099744,259.3349408566782,260.49632929344494,100109300,259.55615234375
2020-04-21,251.67514038085938,256.28389976601466,250.73493546332134,255.0764070574748,126385700,251.67514038085938
2020-04-22,257.2609558105469,259.0122787598645,255.2423169392362,256.5696418992661,92951600,257.2609558105469
2020-04-23,257.2424621582031,261.72219022348287,256.9382964622987,258.54213548178336,104709700,257.2424621582031
2020-04-24,260.8280944824219,261.50098338829105,256.707863024315,258.7633795586813,85063200,260.8280944824219
2020-04-27,264.5888977050781,265.7134362590303,262.349047118566,262.80992311396216,77896600,264.5888977050781
2020-04-28,263.3721618652344,268.5984790155817,263.0679680071773,268.2482088176414,105270000,263.3721618652344
2020-04-29,270.26690673828125,271.8062450162346,267.6860122880096,268.71837006811825,118745600,270.26690673828125
2020-04-30,267.7505187988281,270.3682909831344,266.0083940965527,268.88425570382896,122901700,267.7505187988281
2020-05-01,260.6622314453125,267.91641450243395,259.49158851242345,262.9850361402211,125180000,260.6622314453125
2020-05-04,261.3811950683594,261.6853608206869,257.28861435013727,258.7726214184617,80873200,261.3811950683594
2020-05-05,263.7961730957031,266.6167316014269,261.5102183039644,264.21097269404163,79569900,263.7961730957031
2020-05-06,262.0079345703125,265.8885015560774,261.5747101232344,265.5013815742133,73632600,262.0079345703125
2020-05-07,265.1695861816406,267.105270843854,264.6626338763726,265.2341155672962,75250400,265.1695861816406
2020-05-08,269.55718994140625,270.02729252011244,267.1790537393371,268.3128189640112,76452400,269.55718994140625
2020-05-11,269.61248779296875,270.9951159354968,267.1975018047624,267.62149989217136,79514200,269.61248779296875
2020-05-12,264.2386779785156,271.21631976182334,264.1003926644628,270.80154820858723,95870800,264.2386779785156
2020-05-13,259.5653991699219,264.71799007671893,257.1319601032188,263.67640569421235,144721100,259.5653991699219
2020-05-14,262.671630859375,262.8006614934409,251.62903335784046,257.1226947425799,121977900,262.671630859375
2020-05-15,263.879150390625,263.9252267368411,259.3256934508307,260.27509684590956,111146300,263.879150390625
2020-05-18,271.9168395996094,273.5299055972342,269.7968212545865,270.11941195040055,119703800,271.9168395996094
2020-05-19,269.1239318847656,273.0321513534002,269.10550697148216,271.31770613996133,95189300,269.1239318847656
